R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country_code,Winner,title_bout,weight_class,gender,no_of_rounds,B_losses,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_wins,R_age,B_age,total_fight_time_secs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,City,State
Kelvin Gastelum,Israel Adesanya,150,-170,150.0,58.82352941,2019-04-13,"Atlanta, Georgia, USA",US,Blue,True,MW,MALE,5,0,5,Switch,193.04,203.2,185,4,10,27,29,1500.0,Southpaw,175.26,180.34,185,Atlanta,Georgia
Eryk Anders,Khalil Rountree Jr.,-185,160,54.05405405,160.0,2019-04-13,"Atlanta, Georgia, USA",US,Blue,False,LHW,MALE,3,4,3,Southpaw,185.42,193.04,205,3,3,31,29,900.0,Southpaw,185.42,190.5,185,Atlanta,Georgia
Alan Jouban,Dwight Grant,110,-130,110.0,76.92307692,2019-04-13,"Atlanta, Georgia, USA",US,Blue,False,WW,MALE,3,1,1,Switch,185.42,193.04,170,4,7,37,34,900.0,Southpaw,182.88,185.42,170,Atlanta,Georgia
Ovince Saint Preux,Nikita Krylov,115,-135,115.0,74.07407407,2019-04-13,"Atlanta, Georgia, USA",US,Blue,False,LHW,MALE,3,4,6,Orthodox,190.5,195.58,205,7,11,36,27,450.0,Southpaw,190.5,203.2,205,Atlanta,Georgia
Jalin Turner,Matt Frevola,-165,145,60.60606061,145.0,2019-04-13,"Atlanta, Georgia, USA",US,Blue,False,LW,MALE,3,2,0,Orthodox,175.26,180.34,155,1,1,23,28,900.0,Southpaw,190.5,195.58,155,Atlanta,Georgia
Wilson Reis,Alexandre Pantoja,150,-170,150.0,58.82352941,2019-04-13,"Atlanta, Georgia, USA",US,Blue,False,FLY,MALE,3,1,4,Orthodox,165.1,170.18,125,5,7,34,28,178.0,Southpaw,162.56,165.1,125,Atlanta,Georgia
Max Griffin,Zelim Imadaev,110,-130,110.0,76.92307692,2019-04-13,"Atlanta, Georgia, USA",US,Red,False,WW,MALE,3,0,0,Orthodox,182.88,193.04,170,4,2,33,24,900.0,Orthodox,180.34,193.04,170,Atlanta,Georgia
Boston Salmon,Khalid Taha,-175,155,57.14285714,155.0,2019-04-13,"Atlanta, Georgia, USA",US,Blue,False,BW,MALE,3,1,0,Orthodox,165.1,175.26,135,0,0,28,27,25.0,Southpaw,175.26,175.26,135,Atlanta,Georgia
Curtis Millender,Belal Muhammad,135,-155,135.0,64.51612903,2019-04-13,"Atlanta, Georgia, USA",US,Blue,False,WW,MALE,3,3,5,Orthodox,180.34,182.88,170,1,3,31,30,900.0,Orthodox,187.96,193.04,170,Atlanta,Georgia
Montel Jackson,Andre Soukhamthath,-600,450,16.66666667,450.0,2019-04-13,"Atlanta, Georgia, USA",US,Red,False,BW,MALE,3,3,2,Orthodox,175.26,177.8,135,1,1,26,30,900.0,Southpaw,177.8,190.5,135,Atlanta,Georgia
Lauren Mueller,Poliana Botelho,145,-165,145.0,60.60606061,2019-04-13,"Atlanta, Georgia, USA",US,Blue,False,WFLY,FEMALE,3,1,2,Orthodox,172.72,170.18,115,1,1,27,30,900.0,Orthodox,165.1,170.18,125,Atlanta,Georgia
Brandon Davis,Randy Costa,-190,165,52.63157895,165.0,2019-04-13,"Atlanta, Georgia, USA",US,Red,False,BW,MALE,3,0,0,Switch,175.26,185.42,135,3,1,28,24,372.0,Orthodox,177.8,182.88,135,Atlanta,Georgia
Edson Barboza,Justin Gaethje,-120,100,83.33333333,100.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Blue,False,LW,MALE,5,2,2,Orthodox,180.34,177.8,155,6,14,33,30,150.0,Orthodox,180.34,190.5,155,Philadelphia,Pennsylvania
David Branch,Jack Hermansson,130,-150,130.0,66.66666667,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Blue,False,MW,MALE,3,2,5,Orthodox,185.42,195.58,185,4,4,37,30,49.0,Orthodox,185.42,198.12,185,Philadelphia,Pennsylvania
Josh Emmett,Michael Johnson,130,-150,130.0,66.66666667,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Red,False,FW,MALE,3,9,11,Southpaw,177.8,185.42,145,2,4,34,32,854.0,Orthodox,167.64,177.8,145,Philadelphia,Pennsylvania
Karolina Kowalkiewicz,Michelle Waterson,-160,140,62.5,140.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Blue,False,WSW,FEMALE,3,2,4,Orthodox,160.02,157.48,115,3,5,33,33,900.0,Orthodox,160.02,162.56,115,Philadelphia,Pennsylvania
Kennedy Nzechukwu,Paul Craig,-185,160,54.05405405,160.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Blue,False,LHW,MALE,3,3,2,Orthodox,190.5,193.04,205,0,0,27,31,860.0,Southpaw,196.0,211.0,205,Philadelphia,Pennsylvania
Sodiq Yusuff,Sheymon Moraes,-145,125,68.96551724,125.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Red,False,FW,MALE,3,1,2,Orthodox,172.72,182.88,145,0,1,25,28,900.0,Orthodox,175.26,180.34,145,Philadelphia,Pennsylvania
Marina Rodriguez,Jessica Aguilar,-350,290,28.57142857,290.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Red,False,WSW,FEMALE,3,3,1,Orthodox,160.02,160.02,115,1,0,31,36,900.0,Orthodox,167.64,165.1,115,Philadelphia,Pennsylvania
Ross Pearson,Desmond Green,450,-600,450.0,16.66666667,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Blue,False,LW,MALE,3,3,2,Southpaw,177.8,185.42,155,13,12,34,29,172.0,Orthodox,172.72,175.26,155,Philadelphia,Pennsylvania
Enrique Barzola,Kevin Aguilar,-125,105,80.0,105.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Blue,False,FW,MALE,3,0,1,Orthodox,170.18,185.42,145,1,5,29,30,900.0,Switch,170.18,177.8,145,Philadelphia,Pennsylvania
Kevin Holland,Gerald Meerschaert,-225,185,44.44444444,185.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Red,False,MW,MALE,3,2,4,Southpaw,185.42,195.58,185,1,1,26,31,900.0,Orthodox,190.5,205.74,185,Philadelphia,Pennsylvania
Ray Borg,Casey Kenney,-230,190,43.47826087,190.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Blue,False,BW,MALE,3,0,0,Southpaw,170.18,172.72,135,3,5,25,28,900.0,Orthodox,162.56,160.02,135,Philadelphia,Pennsylvania
Sabina Mazo,Maryna Moroz,-165,145,60.60606061,145.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Blue,False,WFLY,FEMALE,3,2,3,Orthodox,170.18,170.18,125,0,0,22,27,900.0,Orthodox,170.18,177.8,125,Philadelphia,Pennsylvania
Alex Perez,Mark De La Rosa,-365,328,27.39726027,328.0,2019-03-30,"Philadelphia, Pennsylvania, USA",US,Red,False,BW,MALE,3,1,2,Orthodox,167.64,165.1,135,1,3,27,24,900.0,Orthodox,167.64,165.1,135,Philadelphia,Pennsylvania
Stephen Thompson,Anthony Pettis,-430,345,23.25581395,345.0,2019-03-23,"Nashville, Tennessee, USA",US,Blue,False,WW,MALE,5,7,8,Orthodox,177.8,182.88,170,4,9,36,32,595.0,Orthodox,182.88,190.5,170,Nashville,Tennessee
Curtis Blaydes,Justin Willis,-275,235,36.36363636,235.0,2019-03-23,"Nashville, Tennessee, USA",US,Red,False,HW,MALE,3,0,4,Southpaw,185.42,198.12,264,3,5,28,31,900.0,Orthodox,193.04,203.2,265,Nashville,Tennessee
John Makdessi,Jesus Pinedo,-300,250,33.33333333,250.0,2019-03-23,"Nashville, Tennessee, USA",US,Red,False,LW,MALE,3,0,1,Southpaw,177.8,187.96,155,6,9,33,22,900.0,Orthodox,172.72,172.72,155,Nashville,Tennessee
Jussier Formiga,Deiveson Figueiredo,150,-170,150.0,58.82352941,2019-03-23,"Nashville, Tennessee, USA",US,Red,False,FLY,MALE,3,0,3,Orthodox,165.1,172.72,125,4,8,33,31,900.0,Orthodox,165.1,170.18,125,Nashville,Tennessee
Luis Pena,Steven Peterson,-225,185,44.44444444,185.0,2019-03-23,"Nashville, Tennessee, USA",US,Red,False,FW,MALE,3,1,1,Orthodox,177.8,177.8,145,1,1,25,28,900.0,Southpaw,190.5,190.5,155,Nashville,Tennessee
Maycee Barber,JJ Aldrich,-275,235,36.36363636,235.0,2019-03-23,"Nashville, Tennessee, USA",US,Red,False,WFLY,FEMALE,3,1,3,Southpaw,165.1,170.18,125,0,1,20,26,481.0,Switch,165.1,165.1,125,Nashville,Tennessee
Bryce Mitchell,Bobby Moffett,130,-150,130.0,66.66666667,2019-03-23,"Nashville, Tennessee, USA",US,Red,False,FW,MALE,3,0,1,Orthodox,177.8,187.96,145,0,1,24,28,900.0,Southpaw,177.8,177.8,145,Nashville,Tennessee
Marlon Vera,Frankie Saenz,-170,150,58.82352941,150.0,2019-03-23,"Nashville, Tennessee, USA",US,Red,False,BW,MALE,3,3,5,Orthodox,167.64,167.64,135,4,6,26,38,85.0,Switch,172.72,177.8,135,Nashville,Tennessee
Alexis Davis,Jennifer Maia,-145,125,68.96551724,125.0,2019-03-23,"Nashville, Tennessee, USA",US,Blue,False,WFLY,FEMALE,3,1,0,Orthodox,162.56,162.56,125,3,6,34,30,900.0,Orthodox,167.64,172.72,125,Nashville,Tennessee
Randa Markos,Angela Hill,135,-155,135.0,64.51612903,2019-03-23,"Nashville, Tennessee, USA",US,Red,False,WSW,FEMALE,3,5,3,Orthodox,160.02,162.56,115,6,4,33,34,264.0,Orthodox,162.56,160.02,115,Nashville,Tennessee
Ryan MacDonald,Chris Gutierrez,260,-320,260.0,31.25,2019-03-23,"Nashville, Tennessee, USA",US,Blue,False,BW,MALE,3,1,0,Orthodox,175.26,175.26,135,0,0,26,27,900.0,Switch,180.34,180.34,135,Nashville,Tennessee
Eric Shelton,Jordan Espinosa,-130,110,76.92307692,110.0,2019-03-23,"Nashville, Tennessee, USA",US,Blue,False,FLY,MALE,3,0,0,Orthodox,167.64,180.34,125,3,2,28,29,900.0,Orthodox,167.64,172.72,125,Nashville,Tennessee
Darren Till,Jorge Masvidal,-225,185,44.44444444,185.0,2019-03-16,"London, England, United Kingdom",UK,Blue,False,WW,MALE,5,6,9,Orthodox,180.34,187.96,170,2,5,26,34,485.0,Southpaw,182.88,187.96,170,London,England
Leon Edwards,Gunnar Nelson,-140,120,71.42857143,120.0,2019-03-16,"London, England, United Kingdom",UK,Red,False,WW,MALE,3,3,8,Switch,180.34,182.88,170,2,8,27,30,900.0,Southpaw,182.88,187.96,170,London,England
Volkan Oezdemir,Dominick Reyes,220,-260,220.0,38.46153846,2019-03-16,"London, England, United Kingdom",UK,Blue,False,LHW,MALE,3,0,3,Southpaw,193.04,195.58,205,2,3,29,29,900.0,Orthodox,187.96,190.5,205,London,England
Nathaniel Wood,Jose Quinonez,-335,275,29.85074627,275.0,2019-03-16,"London, England, United Kingdom",UK,Red,False,BW,MALE,3,1,4,Switch,172.72,175.26,135,0,2,25,28,466.0,Orthodox,167.64,175.26,135,London,England
Danny Roberts,Claudio Silva,130,-150,130.0,66.66666667,2019-03-16,"London, England, United Kingdom",UK,Blue,False,WW,MALE,3,0,3,Southpaw,180.34,180.34,170,2,5,31,36,757.0,Southpaw,185.42,187.96,170,London,England
Jack Marshman,John Phillips,-135,115,74.07407407,115.0,2019-03-16,"London, England, United Kingdom",UK,Red,False,MW,MALE,3,2,0,Southpaw,180.34,190.5,185,3,2,29,33,900.0,Orthodox,182.88,185.42,185,London,England
Arnold Allen,Jordan Rinaldi,-150,130,66.66666667,130.0,2019-03-16,"London, England, United Kingdom",UK,Red,False,FW,MALE,3,2,2,Orthodox,177.8,182.88,145,0,4,25,31,900.0,Southpaw,172.72,177.8,145,London,England
Marc Diakiese,Joe Duffy,165,-190,165.0,52.63157895,2019-03-16,"London, England, United Kingdom",UK,Red,False,LW,MALE,3,2,4,Orthodox,177.8,185.42,155,2,3,25,31,900.0,Orthodox,177.8,185.42,155,London,England
Nicolae Negumereanu,Saparbeg Safarov,-170,150,58.82352941,150.0,2019-03-16,"London, England, United Kingdom",UK,Blue,False,LHW,MALE,3,2,0,Orthodox,185.42,198.12,205,0,0,24,32,900.0,Orthodox,182.88,198.12,205,London,England
Danny Henry,Dan Ige,130,-140,130.0,71.42857143,2019-03-16,"London, England, United Kingdom",UK,Blue,False,FW,MALE,3,1,2,Orthodox,170.18,180.34,145,0,2,30,27,77.0,Orthodox,182.88,185.42,145,London,England
Molly McCann,Priscila Cachoeira,-175,155,57.14285714,155.0,2019-03-16,"London, England, United Kingdom",UK,Red,False,WFLY,FEMALE,3,1,0,Orthodox,170.18,165.1,125,1,0,28,30,900.0,Orthodox,162.56,157.48,125,London,England
Mike Grundy,Nad Narimani,310,-340,310.0,29.41176471,2019-03-16,"London, England, United Kingdom",UK,Red,False,FW,MALE,3,0,2,Orthodox,172.72,177.8,145,0,0,32,31,582.0,Orthodox,170.18,182.88,145,London,England
Derrick Lewis,Junior Dos Santos,200,-240,200.0,41.66666667,2019-03-09,"Wichita, Kansas, USA",US,Blue,False,HW,MALE,5,4,14,Orthodox,193.04,195.58,238,4,12,34,35,418.0,Orthodox,190.5,200.66,260,Wichita,Kansas
Elizeu Zaleski dos Santos,Curtis Millender,100,-120,100.0,83.33333333,2019-03-09,"Wichita, Kansas, USA",US,Red,False,WW,MALE,3,0,3,Orthodox,187.96,193.04,170,1,6,32,31,155.0,Orthodox,180.34,185.42,170,Wichita,Kansas
Tim Means,Niko Price,-210,175,47.61904762,175.0,2019-03-09,"Wichita, Kansas, USA",US,Blue,False,WW,MALE,3,3,4,Orthodox,182.88,193.04,170,8,10,35,29,290.0,Orthodox,187.96,190.5,170,Wichita,Kansas
Blagoy Ivanov,Ben Rothwell,100,-120,100.0,83.33333333,2019-03-09,"Wichita, Kansas, USA",US,Red,False,HW,MALE,3,4,6,Orthodox,193.04,198.12,265,1,0,32,37,900.0,Southpaw,180.34,185.42,250,Wichita,Kansas
Beneil Dariush,Drew Dober,-220,180,45.45454545,180.0,2019-03-09,"Wichita, Kansas, USA",US,Red,False,LW,MALE,3,5,6,Southpaw,172.72,177.8,155,5,9,29,30,581.0,Southpaw,177.8,182.88,155,Wichita,Kansas
Tim Boetsch,Omari Akhmedov,135,-155,135.0,64.51612903,2019-03-09,"Wichita, Kansas, USA",US,Blue,False,MW,MALE,3,4,5,Orthodox,182.88,185.42,185,11,12,38,31,900.0,Orthodox,182.88,187.96,185,Wichita,Kansas
Anthony Rocco Martin,Sergio Moraes,-240,200,41.66666667,200.0,2019-03-09,"Wichita, Kansas, USA",US,Red,False,WW,MALE,3,3,8,Orthodox,182.88,182.88,170,4,7,29,36,900.0,Orthodox,182.88,185.42,170,Wichita,Kansas
Marion Reneau,Yana Kunitskaya,195,-235,195.0,42.55319149,2019-03-09,"Wichita, Kansas, USA",US,Blue,False,WBW,FEMALE,3,1,1,Orthodox,167.64,172.72,135,4,5,41,29,900.0,Orthodox,167.64,172.72,135,Wichita,Kansas
Grant Dawson,Julian Erosa,-200,170,50.0,170.0,2019-03-09,"Wichita, Kansas, USA",US,Red,False,FW,MALE,3,2,1,Southpaw,185.42,187.96,145,0,0,25,29,900.0,Switch,177.8,182.88,145,Wichita,Kansas
Maurice Greene,Jeff Hughes,215,-255,215.0,39.21568627,2019-03-09,"Wichita, Kansas, USA",US,Red,False,HW,MALE,3,0,0,Orthodox,187.96,198.12,250,0,1,32,30,900.0,Orthodox,200.66,208.28,258,Wichita,Kansas
Louis Smolka,Matt Schnell,-130,110,76.92307692,110.0,2019-03-09,"Wichita, Kansas, USA",US,Blue,False,BW,MALE,3,2,2,Orthodox,172.72,177.8,135,5,6,27,29,198.0,Orthodox,175.26,172.72,135,Wichita,Kansas
Alex Morono,Zak Ottow,-175,155,57.14285714,155.0,2019-03-09,"Wichita, Kansas, USA",US,Red,False,WW,MALE,3,3,4,Orthodox,180.34,182.88,170,3,4,28,32,214.0,Orthodox,180.34,182.88,170,Wichita,Kansas
Alex White,Dan Moret,-135,115,74.07407407,115.0,2019-03-09,"Wichita, Kansas, USA",US,Red,False,LW,MALE,3,1,0,Southpaw,182.88,185.42,155,5,3,30,32,900.0,Southpaw,182.88,180.34,155,Wichita,Kansas
Jon Jones,Anthony Smith,-800,550,12.5,550.0,2019-03-02,"Las Vegas, Nevada, USA",US,Red,True,LHW,MALE,5,3,7,Orthodox,193.04,193.04,205,2,17,31,30,1500.0,Orthodox,193.04,213.36,205,Las Vegas,Nevada
Tyron Woodley,Kamaru Usman,-190,165,52.63157895,165.0,2019-03-02,"Las Vegas, Nevada, USA",US,Blue,True,WW,MALE,5,0,9,Switch,182.88,193.04,170,3,9,36,31,1500.0,Orthodox,175.26,187.96,170,Las Vegas,Nevada
Robbie Lawler,Ben Askren,240,-280,240.0,35.71428571,2019-03-02,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,0,0,Orthodox,180.34,185.42,170,6,13,36,34,200.0,Southpaw,180.34,187.96,170,Las Vegas,Nevada
Tecia Torres,Weili Zhang,125,-145,125.0,68.96551724,2019-03-02,"Las Vegas, Nevada, USA",US,Blue,False,WSW,FEMALE,3,0,2,Switch,162.56,160.02,115,3,6,29,29,900.0,Orthodox,154.94,152.4,115,Las Vegas,Nevada
Cody Garbrandt,Pedro Munhoz,-160,140,62.5,140.0,2019-03-02,"Las Vegas, Nevada, USA",US,Blue,False,BW,MALE,3,4,7,Orthodox,167.64,165.1,135,2,6,27,32,292.0,Orthodox,172.72,165.1,135,Las Vegas,Nevada
Jeremy Stephens,Zabit Magomedsharipov,260,-320,260.0,31.25,2019-03-02,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,0,4,Orthodox,185.42,185.42,145,14,15,32,28,900.0,Orthodox,172.72,180.34,145,Las Vegas,Nevada
Misha Cirkunov,Johnny Walker,155,-175,155.0,57.14285714,2019-03-02,"Las Vegas, Nevada, USA",US,Blue,False,LHW,MALE,3,0,2,Orthodox,195.58,208.28,205,2,5,32,26,36.0,Orthodox,190.5,195.58,205,Las Vegas,Nevada
Cody Stamann,Alejandro Perez,-170,150,58.82352941,150.0,2019-03-02,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,3,2,7,Orthodox,167.64,170.18,135,1,3,29,29,900.0,Orthodox,167.64,162.56,135,Las Vegas,Nevada
Diego Sanchez,Mickey Gall,200,-240,200.0,41.66666667,2019-03-02,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,1,4,Switch,187.96,187.96,170,11,17,37,27,553.0,Southpaw,177.8,182.88,170,Las Vegas,Nevada
Edmen Shahbazyan,Charles Byrd,-150,130,66.66666667,130.0,2019-03-02,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,1,1,Orthodox,177.8,185.42,185,0,1,21,35,38.0,Orthodox,187.96,187.96,185,Las Vegas,Nevada
Gina Mazany,Macy Chiasson,415,-525,415.0,19.04761905,2019-03-02,"Las Vegas, Nevada, USA",US,Blue,False,WBW,FEMALE,3,0,1,Orthodox,180.34,182.88,135,2,1,30,27,109.0,Southpaw,167.64,172.72,135,Las Vegas,Nevada
Polyana Viana,Hannah Cifers,-280,240,35.71428571,240.0,2019-03-02,"Las Vegas, Nevada, USA",US,Blue,False,WSW,FEMALE,3,1,0,Orthodox,154.94,160.02,115,1,1,26,26,900.0,Orthodox,165.1,170.18,115,Las Vegas,Nevada
Jan Blachowicz,Thiago Santos,110,-130,110.0,76.92307692,2019-02-23,"Prague, Czech Republic",CZ,Blue,False,LHW,MALE,5,5,12,Orthodox,187.96,193.04,205,4,6,35,35,639.0,Orthodox,187.96,198.12,205,Prague,Czech Republic
Stefan Struve,Marcos Rogerio de Lima,-115,-105,86.95652174,95.23809524,2019-02-23,"Prague, Czech Republic",CZ,Red,False,HW,MALE,3,3,5,Orthodox,185.42,190.5,253,9,12,31,33,441.0,Orthodox,210.82,213.36,265,Prague,Czech Republic
Gian Villante,Michal Oleksiejczuk,180,-220,180.0,45.45454545,2019-02-23,"Prague, Czech Republic",CZ,Blue,False,LHW,MALE,3,1,0,Southpaw,182.88,187.96,205,7,7,33,24,94.0,Orthodox,190.5,193.04,205,Prague,Czech Republic
Liz Carmouche,Lucie Pudilova,-155,135,64.51612903,135.0,2019-02-23,"Prague, Czech Republic",CZ,Red,False,WFLY,FEMALE,3,2,2,Orthodox,172.72,170.18,125,4,4,35,24,900.0,Orthodox,167.64,167.64,125,Prague,Czech Republic
John Dodson,Petr Yan,225,-265,225.0,37.73584906,2019-02-23,"Prague, Czech Republic",CZ,Blue,False,BW,MALE,3,0,3,Switch,170.18,170.18,135,5,9,34,26,900.0,Orthodox,160.02,167.64,135,Prague,Czech Republic
Magomed Ankalaev,Klidson Abreu,-210,175,47.61904762,175.0,2019-02-23,"Prague, Czech Republic",CZ,Red,False,LHW,MALE,3,0,0,Orthodox,182.88,187.96,235,1,1,26,26,900.0,Orthodox,190.5,190.5,205,Prague,Czech Republic
Dwight Grant,Carlo Pedersoli,140,-160,140.0,62.5,2019-02-23,"Prague, Czech Republic",CZ,Red,False,WW,MALE,3,1,1,Southpaw,180.34,190.5,170,1,0,34,25,,Switch,185.42,193.04,170,Prague,Czech Republic
Daniel Teymur,Chris Fishgold,205,-245,205.0,40.81632653,2019-02-23,"Prague, Czech Republic",CZ,Blue,False,FW,MALE,3,1,0,Orthodox,172.72,172.72,145,2,0,31,26,370.0,Orthodox,165.1,175.26,145,Prague,Czech Republic
Veronica Macedo,Gillian Robertson,158,-180,158.0,55.55555556,2019-02-23,"Prague, Czech Republic",CZ,Blue,False,WFLY,FEMALE,3,1,2,Orthodox,165.1,160.02,125,2,0,23,23,507.0,Southpaw,162.56,162.56,125,Prague,Czech Republic
Damir Hadzovic,Polo Reyes,-325,265,30.76923077,265.0,2019-02-23,"Prague, Czech Republic",CZ,Red,False,LW,MALE,3,1,4,Orthodox,180.34,180.34,155,2,2,32,34,,Orthodox,175.26,177.8,155,Prague,Czech Republic
Michel Prazeres,Ismail Naurdiev,-470,375,21.27659574,375.0,2019-02-23,"Prague, Czech Republic",CZ,Blue,False,WW,MALE,3,0,0,Orthodox,177.8,187.96,170,2,10,37,22,900.0,Orthodox,167.64,170.18,170,Prague,Czech Republic
Rustam Khabilov,Diego Ferreira,-140,120,71.42857143,120.0,2019-02-23,"Prague, Czech Republic",CZ,Blue,False,LW,MALE,3,2,5,Orthodox,175.26,187.96,155,2,9,32,34,900.0,Orthodox,172.72,185.42,155,Prague,Czech Republic
Damir Ismagulov,Joel Alvarez,-325,265,30.76923077,265.0,2019-02-23,"Prague, Czech Republic",CZ,Red,False,LW,MALE,3,0,0,Orthodox,190.5,195.58,155,0,1,28,24,900.0,Orthodox,177.8,177.8,155,Prague,Czech Republic
Francis Ngannou,Cain Velasquez,175,-210,175.0,47.61904762,2019-02-17,"Phoenix, Arizona, USA",US,Red,False,HW,MALE,5,2,12,Orthodox,185.42,195.58,240,2,7,32,36,26.0,Orthodox,193.04,210.82,250,Phoenix,Arizona
James Vick,Paul Felder,-120,100,83.33333333,100.0,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,LW,MALE,3,4,7,Orthodox,180.34,177.8,155,2,9,31,34,900.0,Orthodox,190.5,193.04,155,Phoenix,Arizona
Cortney Casey,Cynthia Calvillo,295,-355,295.0,28.16901408,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,WSW,FEMALE,3,1,4,Orthodox,162.56,162.56,115,5,4,31,31,900.0,Orthodox,170.18,170.18,115,Phoenix,Arizona
Alex Caceres,Kron Gracie,245,-290,245.0,34.48275862,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,FW,MALE,3,0,0,Southpaw,175.26,177.8,145,10,9,30,30,126.0,Southpaw,177.8,185.42,145,Phoenix,Arizona
Vicente Luque,Bryan Barberena,-470,375,21.27659574,375.0,2019-02-17,"Phoenix, Arizona, USA",US,Red,False,WW,MALE,3,3,5,Southpaw,182.88,182.88,170,2,7,27,29,894.0,Orthodox,180.34,190.5,170,Phoenix,Arizona
Andre Fili,Myles Jury,130,-150,130.0,66.66666667,2019-02-17,"Phoenix, Arizona, USA",US,Red,False,FW,MALE,3,3,8,Orthodox,177.8,185.42,145,5,6,28,30,900.0,Orthodox,180.34,187.96,145,Phoenix,Arizona
Jimmie Rivera,Aljamain Sterling,-135,115,74.07407407,115.0,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,BW,MALE,3,3,8,Orthodox,170.18,180.34,135,1,6,29,29,900.0,Orthodox,162.56,172.72,135,Phoenix,Arizona
Benito Lopez,Manny Bermudez,170,-200,170.0,50.0,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,BW,MALE,3,0,2,Orthodox,177.8,180.34,135,0,1,24,24,189.0,Switch,177.8,185.42,135,Phoenix,Arizona
Ashlee Evans-Smith,Andrea Lee,160,-185,160.0,54.05405405,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,WFLY,FEMALE,3,0,1,Orthodox,167.64,175.26,125,3,3,31,30,900.0,Orthodox,172.72,170.18,125,Phoenix,Arizona
Scott Holtzman,Nik Lentz,-160,140,62.5,140.0,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,LW,MALE,3,8,13,Orthodox,172.72,172.72,155,2,5,35,34,900.0,Orthodox,175.26,175.26,155,Phoenix,Arizona
Renan Barao,Luke Sanders,130,-150,130.0,66.66666667,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,BW,MALE,3,3,2,Southpaw,167.64,170.18,135,6,9,32,33,361.0,Orthodox,167.64,177.8,135,Phoenix,Arizona
Alexandra Albu,Emily Whitmire,-110,-110,90.90909091,90.90909091,2019-02-17,"Phoenix, Arizona, USA",US,Blue,False,WSW,FEMALE,3,1,1,Orthodox,165.1,160.02,115,0,2,28,27,,Orthodox,157.48,160.02,115,Phoenix,Arizona
Israel Adesanya,Anderson Silva,-515,410,19.41747573,410.0,2019-02-09,"Melbourne, Victoria, Australia",AU,Red,False,MW,MALE,3,5,17,Southpaw,187.96,195.58,185,0,4,29,43,900.0,Switch,193.04,203.2,185,Melbourne,Victoria
Lando Vannata,Marcos Mariano,-450,360,22.22222222,360.0,2019-02-09,"Melbourne, Victoria, Australia",AU,Red,False,LW,MALE,3,0,0,Switch,185.42,193.04,155,5,1,26,32,295.0,Orthodox,175.26,180.34,155,Melbourne,Victoria
Rani Yahya,Ricky Simon,-115,-105,86.95652174,95.23809524,2019-02-09,"Melbourne, Victoria, Australia",AU,Blue,False,BW,MALE,3,0,2,Orthodox,167.64,175.26,135,4,11,34,26,900.0,Orthodox,167.64,170.18,135,Melbourne,Victoria
Montana De La Rosa,Nadia Kassem,-250,210,40.0,210.0,2019-02-09,"Melbourne, Victoria, Australia",AU,Red,False,WFLY,FEMALE,3,0,1,Southpaw,165.1,167.64,125,0,2,23,23,457.0,Orthodox,170.18,172.72,125,Melbourne,Victoria
Jimmy Crute,Sam Alvey,-145,125,68.96551724,125.0,2019-02-09,"Melbourne, Victoria, Australia",AU,Red,False,LHW,MALE,3,6,10,Southpaw,187.96,190.5,205,0,1,22,32,169.0,Orthodox,187.96,187.96,205,Melbourne,Victoria
Devonte Smith,Dong Hyun Ma,-270,230,37.03703704,230.0,2019-02-09,"Melbourne, Victoria, Australia",AU,Red,False,LW,MALE,3,2,3,Orthodox,180.34,177.8,155,0,1,25,30,233.0,Orthodox,175.26,193.04,155,Melbourne,Victoria
Shane Young,Austin Arnett,-380,315,26.31578947,315.0,2019-02-09,"Melbourne, Victoria, Australia",AU,Red,False,FW,MALE,3,2,1,Orthodox,182.88,182.88,145,1,1,25,27,900.0,Orthodox,172.72,182.88,145,Melbourne,Victoria
